wind_speed,Enercon E-101 E2 3.500
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0587673864594751
1.83,0.1954316850881645
1.84,0.3352624145570839
1.85,0.4782556671697477
1.86,0.6244075352296745
1.87,0.7737141110403791
1.88,0.926171486905372
1.89,1.0817757551281768
1.9,1.2405230080123075
1.91,1.4024093378612807
1.92,1.5674308369786094
1.93,1.735583597667813
1.94,1.906863712232402
1.95,2.081267272975899
1.96,2.258790372201812
1.97,2.4394291022136643
1.98,2.623179555314969
1.99,2.8100378238092434
2.0,3.0
2.01,3.193062176190752
2.02,3.389220444685029
2.03,3.5884708977863284
2.04,3.790809627798188
2.05,3.996232727024097
2.06,4.204736287767597
2.07,4.416316402332182
2.08,4.630969163021391
2.09,4.848690662138714
2.1,5.069476991987692
2.11,5.293324244871819
2.12,5.5202285130946285
2.13,5.750185888959622
2.14,5.983192464770331
2.15,6.219244332830249
2.16,6.458337585442919
2.17,6.700468314911834
2.18,6.945632613540529
2.19,7.1938265736325
2.2,7.445046287491281
2.21,7.699287847420371
2.22,7.956547345723306
2.23,8.21682087470358
2.24,8.480104526664732
2.25,8.74639439391025
2.26,9.01568656874367
2.27,9.28797714346851
2.28,9.56326221038827
2.29,9.84153786180649
2.3,10.122800190026656
2.31,10.407045287352313
2.32,10.694269246086948
2.33,10.984468158534105
2.34,11.277638116997272
2.35,11.573775213779998
2.36,11.872875541185762
2.37,12.174935191518111
