wind_speed,DANREGN Bonus 100
1.0,0.0
1.01,0.0096072265610181
1.02,0.0189247879995935
1.03,0.0279556102260538
1.04,0.0367026191507268
1.05,0.0451687406839402
1.06,0.0533569007360216
1.07,0.0612700252172988
1.08,0.0689110400380994
1.09,0.0762828711087512
1.1,0.0833884443395819
1.11,0.0902306856409192
1.12,0.0968125209230908
1.13,0.1031368760964242
1.14,0.1092066770712475
1.15,0.1150248497578881
1.16,0.1205943200666739
1.17,0.1259180139079325
1.18,0.1309988571919916
1.19,0.1358397758291789
1.2,0.1404436957298221
1.21,0.144813542804249
1.22,0.1489522429627872
1.23,0.1528627221157644
1.24,0.1565479061735084
1.25,0.1600107210463468
1.26,0.1632540926446074
1.27,0.1662809468786179
1.28,0.1690942096587058
1.29,0.1716968068951991
1.3,0.1740916644984254
1.31,0.1762817083787123
1.32,0.1782698644463876
1.33,0.180059058611779
1.34,0.1816522167852141
1.35,0.1830522648770208
1.36,0.1842621287975266
1.37,0.1852847344570594
1.38,0.1861230077659468
1.39,0.1867798746345165
1.4,0.1872582609730962
1.41,0.1875610926920136
1.42,0.1876912957015965
1.43,0.1876517959121725
1.44,0.1874455192340693
1.45,0.1870753915776146
1.46,0.1865443388531363
1.47,0.1858552869709618
1.48,0.1850111618414191
1.49,0.1840148893748356
1.5,0.1828693954815393
1.51,0.1815776060718577
1.52,0.1801424470561185
1.53,0.1785668443446496
1.54,0.1768537238477785
1.55,0.1750060114758331
1.56,0.1730266331391409
1.57,0.1709185147480297
1.58,0.1686845822128273
1.59,0.1663277614438612
1.6,0.1638509783514592
1.61,0.1612571588459489
1.62,0.1585492288376584
1.63,0.155730114236915
1.64,0.1528027409540466
1.65,0.1497700348993807
1.66,0.1466349219832451
1.67,0.1434003281159677
1.68,0.140069179207876
1.69,0.1366444011692978
1.7,0.1331289199105606
1.71,0.1295256613419924
1.72,0.1258375513739207
1.73,0.1220675159166732
1.74,0.1182184808805778
1.75,0.114293372175962
1.76,0.1102951157131537
1.77,0.1062266374024804
1.78,0.1020908631542699
1.79,0.0978907188788499
1.8,0.0936291304865481
1.81,0.0893090238876922
1.82,0.0849333249926099
1.83,0.080504959711629
1.84,0.076026853955077
1.85,0.0715019336332819
1.86,0.066933124656571
1.87,0.0623233529352723
1.88,0.0576755443797136
1.89,0.0529926249002224
1.9,0.0482775204071265
1.91,0.0435331568107533
1.92,0.0387624600214309
1.93,0.0339683559494869
1.94,0.029153770505249
1.95,0.0243216295990447
1.96,0.0194748591412021
1.97,0.0146163850420486
1.98,0.0097491332119118
1.99,0.0048760295611197
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
