wind_speed,W2E Wind to Energy W2E-120/3.5fc
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.3295241028070697
2.02,0.6654444107729907
2.03,1.0077571290565537
2.04,1.3564584628166374
2.05,1.711544617212021
2.06,2.0730117974015814
2.07,2.4408562085441154
2.08,2.815074055798492
2.09,3.195661544323501
2.1,3.582614879278011
2.11,3.975930265820821
2.12,4.375603909110797
2.13,4.781632014306735
2.14,5.194010786567503
2.15,5.612736431051892
2.16,6.037805152918778
2.17,6.46921315732695
2.18,6.90695664943528
2.19,7.351031834402561
2.2,7.801434917387658
2.21,8.258162103549372
2.22,8.721209598046569
2.23,9.19057360603804
2.24,9.666250332682663
2.25,10.148235983139225
2.26,10.636526762566572
2.27,11.131118876123566
2.28,11.632008528968992
2.29,12.139191926261727
2.3,12.652665273160562
2.31,13.17242477482436
2.32,13.69846663641192
2.33,14.230787063082108
2.34,14.769382259993725
2.35,15.314248432305645
2.36,15.865381785176638
2.37,16.4227785237656
2.38,16.98643485323131
2.39,17.556346978732638
2.4,18.132511105428385
2.41,18.714923438477413
2.42,19.30358018303852
2.43,19.898477544270584
