wind_speed,Enercon E-30 
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0237807527174895
2.02,0.0479284476775744
2.03,0.0724400271228456
2.04,0.0973124332958995
2.05,0.1225426084393267
2.06,0.1481274947957242
2.07,0.174064034607683
2.08,0.2003491701177998
2.09,0.226979843568665
2.1,0.2539529972028755
2.11,0.2812655732630224
2.12,0.308914513991702
2.13,0.3368967616315055
2.14,0.3652092584250292
2.15,0.3938489466148642
2.16,0.4228127684436071
2.17,0.4520976661538491
2.18,0.4817005819881864
2.19,0.5116184581892101
2.2,0.5418482369995165
2.21,0.5723868606616969
2.22,0.6032312714183476
2.23,0.63437841151206
2.24,0.6658252231854305
2.25,0.6975686486810497
2.26,0.7296056302415131
2.27,0.7619331101094158
2.28,0.7945480305273487
2.29,0.8274473337379087
2.3,0.8606279619836862
2.31,0.8940868575072782
2.32,0.9278209625512754
2.33,0.9618272193582744
2.34,0.9961025701708665
2.35,1.030643957231648
2.36,1.0654483227832097
2.37,1.1005126090681483
2.38,1.135833758329055
2.39,1.171408712808526
2.4,1.2072344147491525
2.41,1.2433078063935312
2.42,1.279625829984253
