wind_speed,Leitwind LTW42 500
1.0,0.0
1.01,0.0505515874208218
1.02,0.0995790063766943
1.03,0.1470976525086775
1.04,0.1931229214578314
1.05,0.2376702088652163
1.06,0.2807549103718921
1.07,0.3223924216189189
1.08,0.3625981382473569
1.09,0.4013874558982663
1.1,0.438775770212707
1.11,0.474778476831739
1.12,0.5094109713964227
1.13,0.5426886495478173
1.14,0.5746269069269844
1.15,0.6052411391749832
1.16,0.634546741932874
1.17,0.6625591108417169
1.18,0.689293641542572
1.19,0.7147657296764989
1.2,0.7389907708845584
1.21,0.7619841608078103
1.22,0.7837612950873146
1.23,0.8043375693641316
1.24,0.8237283792793211
1.25,0.8419491204739438
1.26,0.8590151885890589
1.27,0.8749419792657275
1.28,0.8897448881450083
1.29,0.9034393108679628
1.3,0.9160406430756508
1.31,0.927564280409132
1.32,0.9380256185094664
1.33,0.9474400530177146
1.34,0.955822979574936
1.35,0.9631897938221916
1.36,0.9695558914005408
1.37,0.9749366679510444
1.38,0.9793475191147614
1.39,0.9828038405327528
1.4,0.985321027846078
1.41,0.9869144766957976
1.42,0.987599582722972
1.43,0.987391741568661
1.44,0.9863063488739242
1.45,0.984358800279822
1.46,0.9815644914274152
1.47,0.9779388179577628
1.48,0.9734971755119254
1.49,0.9682549597309628
1.5,0.9622275662559358
1.51,0.9554303907279036
1.52,0.9478788287879272
1.53,0.939588276077066
1.54,0.9305741282363802
1.55,0.9208517809069304
1.56,0.910436629729776
1.57,0.8993440703459776
1.58,0.8875894983965957
1.59,0.8751883095226889
1.6,0.8621558993653183
1.61,0.8485076635655437
1.62,0.8342589977644266
1.63,0.8194252976030248
1.64,0.8040219587224003
1.65,0.7880643767636116
1.66,0.7715679473677197
1.67,0.7545480661757852
1.68,0.737020128828867
1.69,0.7189995309680259
1.7,0.7005016682343213
1.71,0.6815419362688147
1.72,0.6621357307125652
1.73,0.6422984472066324
1.74,0.622045481392077
1.75,0.6013922289099598
1.76,0.5803540854013407
1.77,0.5589464465072779
1.78,0.5371847078688339
1.79,0.5150842651270675
1.8,0.4926605139230393
1.81,0.469928849897809
1.82,0.4469046686924369
1.83,0.423603365947983
1.84,0.4000403373055077
1.85,0.3762309784060709
1.86,0.3521906848907324
1.87,0.327934852400553
1.88,0.3034788765765922
1.89,0.2788381530599105
1.9,0.2540280774915678
1.91,0.2290640455126232
1.92,0.2039614527641388
1.93,0.1787356948871728
1.94,0.1534021675227866
1.95,0.1279762663120394
1.96,0.1024733868959929
1.97,0.0769089249157053
1.98,0.0512982760122368
1.99,0.0256568358266482
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0520897558857685
3.02,0.1057260976722501
3.03,0.1609160471541372
3.04,0.2176666261261362
3.05,0.2759848563829395
3.06,0.3358777597192529
3.07,0.3973523579297695
3.08,0.4604156728091967
3.09,0.5250747261522242
3.1,0.5913365397535604
3.11,0.6592081354079002
3.12,0.7286965349099441
